descripcion_modelo,descripcion_original,categoria,subcategoria,split,grupo_descripcion,origen,es_aumentada,texto_normalizado
actividad física 2025,Actividad física,Salud,Ejercicio,train,98df711b78f4,transactions,True,actividad fisica 2025
actividd física,Actividad física,Salud,Ejercicio,train,98df711b78f4,transactions,True,actividd fisica
Veterinario,Veterinario,Salud,Veterinario,train,adbf3c60a9b8,transactions,False,veterinario
cargo veterinario,Veterinario,Salud,Veterinario,train,adbf3c60a9b8,transactions,True,cargo veterinario
veterinario mensual,Veterinario,Salud,Veterinario,train,adbf3c60a9b8,transactions,True,veterinario mensual
veterinario 2025,Veterinario,Salud,Veterinario,train,adbf3c60a9b8,transactions,True,veterinario 2025
veerinario,Veterinario,Salud,Veterinario,train,adbf3c60a9b8,transactions,True,veerinario
Consulta dental,Consulta dental,Salud,Dentista,train,b29386dd4b89,transactions,False,consulta dental
cargo consulta dental,Consulta dental,Salud,Dentista,train,b29386dd4b89,transactions,True,cargo consulta dental
consulta dental mensual,Consulta dental,Salud,Dentista,train,b29386dd4b89,transactions,True,consulta dental mensual
consulta dental 2025,Consulta dental,Salud,Dentista,train,b29386dd4b89,transactions,True,consulta dental 2025
consulta dentl,Consulta dental,Salud,Dentista,train,b29386dd4b89,transactions,True,consulta dentl
Dentista,Dentista,Salud,Dentista,train,b592017cd0fd,transactions,False,dentista
cargo dentista,Dentista,Salud,Dentista,train,b592017cd0fd,transactions,True,cargo dentista
dentista mensual,Dentista,Salud,Dentista,train,b592017cd0fd,transactions,True,dentista mensual
dentista 2025,Dentista,Salud,Dentista,train,b592017cd0fd,transactions,True,dentista 2025
detista,Dentista,Salud,Dentista,train,b592017cd0fd,transactions,True,detista
Consulta con nutriólogo,Consulta con nutriólogo,Salud,Nutriólogo,train,cc395c1298e7,transactions,False,consulta con nutriologo
cargo consulta con nutriólogo,Consulta con nutriólogo,Salud,Nutriólogo,train,cc395c1298e7,transactions,True,cargo consulta con nutriologo
consulta con nutriólogo mensual,Consulta con nutriólogo,Salud,Nutriólogo,train,cc395c1298e7,transactions,True,consulta con nutriologo mensual
consulta con nutriólogo 2025,Consulta con nutriólogo,Salud,Nutriólogo,train,cc395c1298e7,transactions,True,consulta con nutriologo 2025
cnsulta con nutriólogo,Consulta con nutriólogo,Salud,Nutriólogo,train,cc395c1298e7,transactions,True,cnsulta con nutriologo
Hospital,Hospital,Salud,Hospital,train,d3169380b064,transactions,False,hospital
cargo hospital,Hospital,Salud,Hospital,train,d3169380b064,transactions,True,cargo hospital
hospital mensual,Hospital,Salud,Hospital,train,d3169380b064,transactions,True,hospital mensual
hospital 2025,Hospital,Salud,Hospital,train,d3169380b064,transactions,True,hospital 2025
hosptal,Hospital,Salud,Hospital,train,d3169380b064,transactions,True,hosptal
Consulta veterinaria,Consulta veterinaria,Salud,Veterinario,train,e500c37e8f7d,transactions,False,consulta veterinaria
cargo consulta veterinaria,Consulta veterinaria,Salud,Veterinario,train,e500c37e8f7d,transactions,True,cargo consulta veterinaria
consulta veterinaria mensual,Consulta veterinaria,Salud,Veterinario,train,e500c37e8f7d,transactions,True,consulta veterinaria mensual
consulta veterinaria 2025,Consulta veterinaria,Salud,Veterinario,train,e500c37e8f7d,transactions,True,consulta veterinaria 2025
consulta vterinaria,Consulta veterinaria,Salud,Veterinario,train,e500c37e8f7d,transactions,True,consulta vterinaria
consulta médica,consulta médica,Salud,Hospital,train,fa954ecfce1d,catalogo_controlado,False,consulta medica
cargo consulta médica,consulta médica,Salud,Hospital,train,fa954ecfce1d,catalogo_controlado,True,cargo consulta medica
consulta médica mensual,consulta médica,Salud,Hospital,train,fa954ecfce1d,catalogo_controlado,True,consulta medica mensual
consulta médica 2025,consulta médica,Salud,Hospital,train,fa954ecfce1d,catalogo_controlado,True,consulta medica 2025
conulta médica,consulta médica,Salud,Hospital,train,fa954ecfce1d,catalogo_controlado,True,conulta medica
Pago de internet,Pago de internet,Servicios,Internet,train,212a299d6b80,transactions,False,pago de internet
pg de internet,Pago de internet,Servicios,Internet,train,212a299d6b80,transactions,True,pg de internet
cargo pago de internet,Pago de internet,Servicios,Internet,train,212a299d6b80,transactions,True,cargo pago de internet
pago de internet mensual,Pago de internet,Servicios,Internet,train,212a299d6b80,transactions,True,pago de internet mensual
pago de internet 2025,Pago de internet,Servicios,Internet,train,212a299d6b80,transactions,True,pago de internet 2025
recibo cfe,recibo cfe,Servicios,Electricidad,train,333096522470,catalogo_controlado,False,recibo cfe
cargo recibo cfe,recibo cfe,Servicios,Electricidad,train,333096522470,catalogo_controlado,True,cargo recibo cfe
recibo cfe mensual,recibo cfe,Servicios,Electricidad,train,333096522470,catalogo_controlado,True,recibo cfe mensual
recibo cfe 2025,recibo cfe,Servicios,Electricidad,train,333096522470,catalogo_controlado,True,recibo cfe 2025
recbo cfe,recibo cfe,Servicios,Electricidad,train,333096522470,catalogo_controlado,True,recbo cfe
Pago de gas,Pago de gas,Servicios,Gas,train,33eac11627fc,transactions,False,pago de gas
pg de gas,Pago de gas,Servicios,Gas,train,33eac11627fc,transactions,True,pg de gas
cargo pago de gas,Pago de gas,Servicios,Gas,train,33eac11627fc,transactions,True,cargo pago de gas
pago de gas mensual,Pago de gas,Servicios,Gas,train,33eac11627fc,transactions,True,pago de gas mensual
pago de gas 2025,Pago de gas,Servicios,Gas,train,33eac11627fc,transactions,True,pago de gas 2025
internet de casa,internet de casa,Servicios,Internet,train,352215768194,catalogo_controlado,False,internet de casa
cargo internet de casa,internet de casa,Servicios,Internet,train,352215768194,catalogo_controlado,True,cargo internet de casa
internet de casa mensual,internet de casa,Servicios,Internet,train,352215768194,catalogo_controlado,True,internet de casa mensual
internet de casa 2025,internet de casa,Servicios,Internet,train,352215768194,catalogo_controlado,True,internet de casa 2025
internt de casa,internet de casa,Servicios,Internet,train,352215768194,catalogo_controlado,True,internt de casa
plan de celular,plan de celular,Servicios,Teléfono,train,527a64f1ac50,catalogo_controlado,False,plan de celular
cargo plan de celular,plan de celular,Servicios,Teléfono,train,527a64f1ac50,catalogo_controlado,True,cargo plan de celular
plan de celular mensual,plan de celular,Servicios,Teléfono,train,527a64f1ac50,catalogo_controlado,True,plan de celular mensual
plan de celular 2025,plan de celular,Servicios,Teléfono,train,527a64f1ac50,catalogo_controlado,True,plan de celular 2025
plan de cellar,plan de celular,Servicios,Teléfono,train,527a64f1ac50,catalogo_controlado,True,plan de cellar
Recibo de electricidad,Recibo de electricidad,Servicios,Electricidad,train,586d9a83f35a,transactions,False,recibo de electricidad
cargo recibo de electricidad,Recibo de electricidad,Servicios,Electricidad,train,586d9a83f35a,transactions,True,cargo recibo de electricidad
recibo de electricidad mensual,Recibo de electricidad,Servicios,Electricidad,train,586d9a83f35a,transactions,True,recibo de electricidad mensual
recibo de electricidad 2025,Recibo de electricidad,Servicios,Electricidad,train,586d9a83f35a,transactions,True,recibo de electricidad 2025
recibo de eectricidad,Recibo de electricidad,Servicios,Electricidad,train,586d9a83f35a,transactions,True,recibo de eectricidad
Recibo de agua,Recibo de agua,Servicios,Agua,train,5dcca651ed05,transactions,False,recibo de agua
cargo recibo de agua,Recibo de agua,Servicios,Agua,train,5dcca651ed05,transactions,True,cargo recibo de agua
recibo de agua mensual,Recibo de agua,Servicios,Agua,train,5dcca651ed05,transactions,True,recibo de agua mensual
recibo de agua 2025,Recibo de agua,Servicios,Agua,train,5dcca651ed05,transactions,True,recibo de agua 2025
rcibo de agua,Recibo de agua,Servicios,Agua,train,5dcca651ed05,transactions,True,rcibo de agua
Pago de luz,Pago de luz,Servicios,Electricidad,train,7d0cb5a909ea,transactions,False,pago de luz
pg de luz,Pago de luz,Servicios,Electricidad,train,7d0cb5a909ea,transactions,True,pg de luz
cargo pago de luz,Pago de luz,Servicios,Electricidad,train,7d0cb5a909ea,transactions,True,cargo pago de luz
pago de luz mensual,Pago de luz,Servicios,Electricidad,train,7d0cb5a909ea,transactions,True,pago de luz mensual
pago de luz 2025,Pago de luz,Servicios,Electricidad,train,7d0cb5a909ea,transactions,True,pago de luz 2025
relleno tanque de gas,relleno tanque de gas,Servicios,Gas,train,c21de712e5cb,catalogo_controlado,False,relleno tanque de gas
cargo relleno tanque de gas,relleno tanque de gas,Servicios,Gas,train,c21de712e5cb,catalogo_controlado,True,cargo relleno tanque de gas
relleno tanque de gas mensual,relleno tanque de gas,Servicios,Gas,train,c21de712e5cb,catalogo_controlado,True,relleno tanque de gas mensual
relleno tanque de gas 2025,relleno tanque de gas,Servicios,Gas,train,c21de712e5cb,catalogo_controlado,True,relleno tanque de gas 2025
rlleno tanque de gas,relleno tanque de gas,Servicios,Gas,train,c21de712e5cb,catalogo_controlado,True,rlleno tanque de gas
Gasolina,Gasolina,Transporte,Combustible,train,16c8ddf70d3c,transactions,False,gasolina
cargo gasolina,Gasolina,Transporte,Combustible,train,16c8ddf70d3c,transactions,True,cargo gasolina
gasolina mensual,Gasolina,Transporte,Combustible,train,16c8ddf70d3c,transactions,True,gasolina mensual
gasolina 2025,Gasolina,Transporte,Combustible,train,16c8ddf70d3c,transactions,True,gasolina 2025
gasolna,Gasolina,Transporte,Combustible,train,16c8ddf70d3c,transactions,True,gasolna
Verificación vehicular,Verificación vehicular,Transporte,Verificación vehicular,train,1ebbb7408964,transactions,False,verificacion vehicular
cargo verificación vehicular,Verificación vehicular,Transporte,Verificación vehicular,train,1ebbb7408964,transactions,True,cargo verificacion vehicular
verificación vehicular mensual,Verificación vehicular,Transporte,Verificación vehicular,train,1ebbb7408964,transactions,True,verificacion vehicular mensual
verificación vehicular 2025,Verificación vehicular,Transporte,Verificación vehicular,train,1ebbb7408964,transactions,True,verificacion vehicular 2025
verificación veicular,Verificación vehicular,Transporte,Verificación vehicular,train,1ebbb7408964,transactions,True,verificacion veicular
Avión,Avión,Transporte,Avión,train,5956762a6969,transactions,False,avion
cargo avión,Avión,Transporte,Avión,train,5956762a6969,transactions,True,cargo avion
avión mensual,Avión,Transporte,Avión,train,5956762a6969,transactions,True,avion mensual
avión 2025,Avión,Transporte,Avión,train,5956762a6969,transactions,True,avion 2025
Viaje en Uber,Viaje en Uber,Transporte,Uber,train,6785c402330d,transactions,False,viaje en uber
cargo viaje en uber,Viaje en Uber,Transporte,Uber,train,6785c402330d,transactions,True,cargo viaje en uber
viaje en uber mensual,Viaje en Uber,Transporte,Uber,train,6785c402330d,transactions,True,viaje en uber mensual
viaje en uber 2025,Viaje en Uber,Transporte,Uber,train,6785c402330d,transactions,True,viaje en uber 2025
Uber,Uber,Transporte,Uber,train,6b7c1f74da8e,transactions,False,uber
cargo uber,Uber,Transporte,Uber,train,6b7c1f74da8e,transactions,True,cargo uber
uber mensual,Uber,Transporte,Uber,train,6b7c1f74da8e,transactions,True,uber mensual
uber 2025,Uber,Transporte,Uber,train,6b7c1f74da8e,transactions,True,uber 2025
Taxi,Taxi,Transporte,Taxi,train,7314220d2581,transactions,False,taxi
cargo taxi,Taxi,Transporte,Taxi,train,7314220d2581,transactions,True,cargo taxi
taxi mensual,Taxi,Transporte,Taxi,train,7314220d2581,transactions,True,taxi mensual
taxi 2025,Taxi,Transporte,Taxi,train,7314220d2581,transactions,True,taxi 2025
Servicio de taxi,Servicio de taxi,Transporte,Taxi,train,7ba2068ad427,transactions,False,servicio de taxi
serv de taxi,Servicio de taxi,Transporte,Taxi,train,7ba2068ad427,transactions,True,serv de taxi
cargo servicio de taxi,Servicio de taxi,Transporte,Taxi,train,7ba2068ad427,transactions,True,cargo servicio de taxi
servicio de taxi mensual,Servicio de taxi,Transporte,Taxi,train,7ba2068ad427,transactions,True,servicio de taxi mensual
servicio de taxi 2025,Servicio de taxi,Transporte,Taxi,train,7ba2068ad427,transactions,True,servicio de taxi 2025
Autobús,Autobús,Transporte,Autobús,train,83feb4da3960,transactions,False,autobus
cargo autobús,Autobús,Transporte,Autobús,train,83feb4da3960,transactions,True,cargo autobus
autobús mensual,Autobús,Transporte,Autobús,train,83feb4da3960,transactions,True,autobus mensual
autobús 2025,Autobús,Transporte,Autobús,train,83feb4da3960,transactions,True,autobus 2025
autbús,Autobús,Transporte,Autobús,train,83feb4da3960,transactions,True,autbus
boleto de avión,boleto de avión,Transporte,Avión,train,962101678b12,catalogo_controlado,False,boleto de avion
cargo boleto de avión,boleto de avión,Transporte,Avión,train,962101678b12,catalogo_controlado,True,cargo boleto de avion
boleto de avión mensual,boleto de avión,Transporte,Avión,train,962101678b12,catalogo_controlado,True,boleto de avion mensual
boleto de avión 2025,boleto de avión,Transporte,Avión,train,962101678b12,catalogo_controlado,True,boleto de avion 2025
bolto de avión,boleto de avión,Transporte,Avión,train,962101678b12,catalogo_controlado,True,bolto de avion
Transporte público,Transporte público,Transporte,Autobús,train,a207c69630f6,transactions,False,transporte publico
cargo transporte público,Transporte público,Transporte,Autobús,train,a207c69630f6,transactions,True,cargo transporte publico
transporte público mensual,Transporte público,Transporte,Autobús,train,a207c69630f6,transactions,True,transporte publico mensual
transporte público 2025,Transporte público,Transporte,Autobús,train,a207c69630f6,transactions,True,transporte publico 2025
transporte púbico,Transporte público,Transporte,Autobús,train,a207c69630f6,transactions,True,transporte pubico
Servicio vehicular,Servicio vehicular,Transporte,Servicio vehicular,train,ae243ef2840b,transactions,False,servicio vehicular
serv vehicular,Servicio vehicular,Transporte,Servicio vehicular,train,ae243ef2840b,transactions,True,serv vehicular
cargo servicio vehicular,Servicio vehicular,Transporte,Servicio vehicular,train,ae243ef2840b,transactions,True,cargo servicio vehicular
servicio vehicular mensual,Servicio vehicular,Transporte,Servicio vehicular,train,ae243ef2840b,transactions,True,servicio vehicular mensual
servicio vehicular 2025,Servicio vehicular,Transporte,Servicio vehicular,train,ae243ef2840b,transactions,True,servicio vehicular 2025
Tenencia vehicular,Tenencia vehicular,Transporte,Tenencia vehicular,train,cb8724468d03,transactions,False,tenencia vehicular
cargo tenencia vehicular,Tenencia vehicular,Transporte,Tenencia vehicular,train,cb8724468d03,transactions,True,cargo tenencia vehicular
tenencia vehicular mensual,Tenencia vehicular,Transporte,Tenencia vehicular,train,cb8724468d03,transactions,True,tenencia vehicular mensual
tenencia vehicular 2025,Tenencia vehicular,Transporte,Tenencia vehicular,train,cb8724468d03,transactions,True,tenencia vehicular 2025
tenencia vehiular,Tenencia vehicular,Transporte,Tenencia vehicular,train,cb8724468d03,transactions,True,tenencia vehiular
taxi al trabajo,taxi al trabajo,Transporte,Taxi,train,ceedfdf57fe7,catalogo_controlado,False,taxi al trabajo
cargo taxi al trabajo,taxi al trabajo,Transporte,Taxi,train,ceedfdf57fe7,catalogo_controlado,True,cargo taxi al trabajo
taxi al trabajo mensual,taxi al trabajo,Transporte,Taxi,train,ceedfdf57fe7,catalogo_controlado,True,taxi al trabajo mensual
taxi al trabajo 2025,taxi al trabajo,Transporte,Taxi,train,ceedfdf57fe7,catalogo_controlado,True,taxi al trabajo 2025
taxi al trbajo,taxi al trabajo,Transporte,Taxi,train,ceedfdf57fe7,catalogo_controlado,True,taxi al trbajo
Mantenimiento de vivienda,Mantenimiento de vivienda,Vivienda,Mantenimiento,train,079de09a8aec,transactions,False,mantenimiento de vivienda
mant de vivienda,Mantenimiento de vivienda,Vivienda,Mantenimiento,train,079de09a8aec,transactions,True,mant de vivienda
cargo mantenimiento de vivienda,Mantenimiento de vivienda,Vivienda,Mantenimiento,train,079de09a8aec,transactions,True,cargo mantenimiento de vivienda
mantenimiento de vivienda mensual,Mantenimiento de vivienda,Vivienda,Mantenimiento,train,079de09a8aec,transactions,True,mantenimiento de vivienda mensual
mantenimiento de vivienda 2025,Mantenimiento de vivienda,Vivienda,Mantenimiento,train,079de09a8aec,transactions,True,mantenimiento de vivienda 2025
Electrodomésticos,Electrodomésticos,Vivienda,Electrodomésticos,train,0942b7ae9a8f,transactions,False,electrodomesticos
cargo electrodomésticos,Electrodomésticos,Vivienda,Electrodomésticos,train,0942b7ae9a8f,transactions,True,cargo electrodomesticos
electrodomésticos mensual,Electrodomésticos,Vivienda,Electrodomésticos,train,0942b7ae9a8f,transactions,True,electrodomesticos mensual
electrodomésticos 2025,Electrodomésticos,Vivienda,Electrodomésticos,train,0942b7ae9a8f,transactions,True,electrodomesticos 2025
electrodomsticos,Electrodomésticos,Vivienda,Electrodomésticos,train,0942b7ae9a8f,transactions,True,electrodomsticos
electrodoméstico para casa,electrodoméstico para casa,Vivienda,Electrodomésticos,train,16e43ffaaf5b,catalogo_controlado,False,electrodomestico para casa
cargo electrodoméstico para casa,electrodoméstico para casa,Vivienda,Electrodomésticos,train,16e43ffaaf5b,catalogo_controlado,True,cargo electrodomestico para casa
electrodoméstico para casa mensual,electrodoméstico para casa,Vivienda,Electrodomésticos,train,16e43ffaaf5b,catalogo_controlado,True,electrodomestico para casa mensual
electrodoméstico para casa 2025,electrodoméstico para casa,Vivienda,Electrodomésticos,train,16e43ffaaf5b,catalogo_controlado,True,electrodomestico para casa 2025
electrodoéstico para casa,electrodoméstico para casa,Vivienda,Electrodomésticos,train,16e43ffaaf5b,catalogo_controlado,True,electrodoestico para casa
Impuesto predial,Impuesto predial,Vivienda,Predial,train,2a03409c54d0,transactions,False,impuesto predial
cargo impuesto predial,Impuesto predial,Vivienda,Predial,train,2a03409c54d0,transactions,True,cargo impuesto predial
impuesto predial mensual,Impuesto predial,Vivienda,Predial,train,2a03409c54d0,transactions,True,impuesto predial mensual
impuesto predial 2025,Impuesto predial,Vivienda,Predial,train,2a03409c54d0,transactions,True,impuesto predial 2025
impuesto predil,Impuesto predial,Vivienda,Predial,train,2a03409c54d0,transactions,True,impuesto predil
renta del departamento,renta del departamento,Vivienda,Renta,train,38f1c61c28cb,catalogo_controlado,False,renta del departamento
cargo renta del departamento,renta del departamento,Vivienda,Renta,train,38f1c61c28cb,catalogo_controlado,True,cargo renta del departamento
renta del departamento mensual,renta del departamento,Vivienda,Renta,train,38f1c61c28cb,catalogo_controlado,True,renta del departamento mensual
renta del departamento 2025,renta del departamento,Vivienda,Renta,train,38f1c61c28cb,catalogo_controlado,True,renta del departamento 2025
renta del departmento,renta del departamento,Vivienda,Renta,train,38f1c61c28cb,catalogo_controlado,True,renta del departmento
Renta mensual,Renta mensual,Vivienda,Renta,train,7253d65a36b7,transactions,False,renta mensual
renta mens,Renta mensual,Vivienda,Renta,train,7253d65a36b7,transactions,True,renta mens
cargo renta mensual,Renta mensual,Vivienda,Renta,train,7253d65a36b7,transactions,True,cargo renta mensual
renta mensual mensual,Renta mensual,Vivienda,Renta,train,7253d65a36b7,transactions,True,renta mensual mensual
renta mensual 2025,Renta mensual,Vivienda,Renta,train,7253d65a36b7,transactions,True,renta mensual 2025
Pago de renta,Pago de renta,Vivienda,Renta,train,884520a8543f,transactions,False,pago de renta
pg de renta,Pago de renta,Vivienda,Renta,train,884520a8543f,transactions,True,pg de renta
cargo pago de renta,Pago de renta,Vivienda,Renta,train,884520a8543f,transactions,True,cargo pago de renta
pago de renta mensual,Pago de renta,Vivienda,Renta,train,884520a8543f,transactions,True,pago de renta mensual
pago de renta 2025,Pago de renta,Vivienda,Renta,train,884520a8543f,transactions,True,pago de renta 2025
Apoyo para vivienda,Apoyo para vivienda,Vivienda,Mantenimiento,train,9493d912bb4b,transactions,False,apoyo para vivienda
cargo apoyo para vivienda,Apoyo para vivienda,Vivienda,Mantenimiento,train,9493d912bb4b,transactions,True,cargo apoyo para vivienda
apoyo para vivienda mensual,Apoyo para vivienda,Vivienda,Mantenimiento,train,9493d912bb4b,transactions,True,apoyo para vivienda mensual
apoyo para vivienda 2025,Apoyo para vivienda,Vivienda,Mantenimiento,train,9493d912bb4b,transactions,True,apoyo para vivienda 2025
apoyo para vivenda,Apoyo para vivienda,Vivienda,Mantenimiento,train,9493d912bb4b,transactions,True,apoyo para vivenda
Muebles,Muebles,Vivienda,Muebles,train,c6803d1c43bc,transactions,False,muebles
cargo muebles,Muebles,Vivienda,Muebles,train,c6803d1c43bc,transactions,True,cargo muebles
muebles mensual,Muebles,Vivienda,Muebles,train,c6803d1c43bc,transactions,True,muebles mensual
muebles 2025,Muebles,Vivienda,Muebles,train,c6803d1c43bc,transactions,True,muebles 2025
muebls,Muebles,Vivienda,Muebles,train,c6803d1c43bc,transactions,True,muebls
Pago de hipoteca,Pago de hipoteca,Vivienda,Hipoteca,train,ebca6a37b918,transactions,False,pago de hipoteca
pg de hipoteca,Pago de hipoteca,Vivienda,Hipoteca,train,ebca6a37b918,transactions,True,pg de hipoteca
cargo pago de hipoteca,Pago de hipoteca,Vivienda,Hipoteca,train,ebca6a37b918,transactions,True,cargo pago de hipoteca
pago de hipoteca mensual,Pago de hipoteca,Vivienda,Hipoteca,train,ebca6a37b918,transactions,True,pago de hipoteca mensual
pago de hipoteca 2025,Pago de hipoteca,Vivienda,Hipoteca,train,ebca6a37b918,transactions,True,pago de hipoteca 2025
Hamburguesa,Hamburguesa,Alimentación,Comida rápida,validation,2cad5a2e0142,transactions,False,hamburguesa
cargo hamburguesa,Hamburguesa,Alimentación,Comida rápida,validation,2cad5a2e0142,transactions,True,cargo hamburguesa
abarrotes de la esquina,abarrotes de la esquina,Alimentación,Tiendas,validation,474729656867,catalogo_controlado,False,abarrotes de la esquina
cargo abarrotes de la esquina,abarrotes de la esquina,Alimentación,Tiendas,validation,474729656867,catalogo_controlado,True,cargo abarrotes de la esquina
cena en restaurante,cena en restaurante,Alimentación,Restaurante,validation,e7d5521a26eb,catalogo_controlado,False,cena en restaurante
cena en rest,cena en restaurante,Alimentación,Restaurante,validation,e7d5521a26eb,catalogo_controlado,True,cena en rest
accesorios para mascota,accesorios para mascota,Compras,Mascotas,validation,54fc25fb82dd,catalogo_controlado,False,accesorios para mascota
cargo accesorios para mascota,accesorios para mascota,Compras,Mascotas,validation,54fc25fb82dd,catalogo_controlado,True,cargo accesorios para mascota
Compra de short,Compra de short,Compras,Ropa,validation,6bbe0d06a724,transactions,False,compra de short
comp de short,Compra de short,Compras,Ropa,validation,6bbe0d06a724,transactions,True,comp de short
audífonos nuevos,audífonos nuevos,Compras,Electrónica,validation,7626e38f8e62,catalogo_controlado,False,audifonos nuevos
cargo audífonos nuevos,audífonos nuevos,Compras,Electrónica,validation,7626e38f8e62,catalogo_controlado,True,cargo audifonos nuevos
pago de tarjeta de crédito,pago de tarjeta de crédito,Deudas,Pago de tarjeta,validation,22100bccbc87,catalogo_controlado,False,pago de tarjeta de credito
pg de tdc de cred,pago de tarjeta de crédito,Deudas,Pago de tarjeta,validation,22100bccbc87,catalogo_controlado,True,pg de tdc de cred
Pago de préstamo,Pago de préstamo,Deudas,Pago de préstamo,validation,8c42cbc32e2d,transactions,False,pago de prestamo
pg de prest,Pago de préstamo,Deudas,Pago de préstamo,validation,8c42cbc32e2d,transactions,True,pg de prest
financiamiento del mes,financiamiento del mes,Deudas,Nuevo crédito,validation,ec4f4765d636,catalogo_controlado,False,financiamiento del mes
cargo financiamiento del mes,financiamiento del mes,Deudas,Nuevo crédito,validation,ec4f4765d636,catalogo_controlado,True,cargo financiamiento del mes
capacitación de trabajo,capacitación de trabajo,Educación,Cursos,validation,0d3ad6d27a34,catalogo_controlado,False,capacitacion de trabajo
cargo capacitación de trabajo,capacitación de trabajo,Educación,Cursos,validation,0d3ad6d27a34,catalogo_controlado,True,cargo capacitacion de trabajo
papelería para escuela,papelería para escuela,Educación,Papelería,validation,2b90193f5105,catalogo_controlado,False,papeleria para escuela
cargo papelería para escuela,papelería para escuela,Educación,Papelería,validation,2b90193f5105,catalogo_controlado,True,cargo papeleria para escuela
Entrada de cine,Entrada de cine,Entretenimiento,Cine,validation,1b0704d08b13,transactions,False,entrada de cine
cargo entrada de cine,Entrada de cine,Entretenimiento,Cine,validation,1b0704d08b13,transactions,True,cargo entrada de cine
Videojuegos,Videojuegos,Entretenimiento,Videojuegos,validation,1fb359c08650,transactions,False,videojuegos
cargo videojuegos,Videojuegos,Entretenimiento,Videojuegos,validation,1fb359c08650,transactions,True,cargo videojuegos
Museo,Museo,Entretenimiento,Museos,validation,4858aa19f635,transactions,False,museo
cargo museo,Museo,Entretenimiento,Museos,validation,4858aa19f635,transactions,True,cargo museo
inv mens,inversión mensual,Finanzas,Inversiones,validation,4a88230b076c,catalogo_controlado,True,inv mens
Transferencia a inversión,Transferencia a inversión,Finanzas,Inversiones,validation,b6fd7e04c1c4,transactions,False,transferencia a inversion
transf a inv,Transferencia a inversión,Finanzas,Inversiones,validation,b6fd7e04c1c4,transactions,True,transf a inv
Botana,Botana,Otros,Frituras,validation,44c4cc19339f,transactions,False,botana
cargo botana,Botana,Otros,Frituras,validation,44c4cc19339f,transactions,True,cargo botana
ropa en tintorería,ropa en tintorería,Otros,Tintorería,validation,c4bac401f7be,catalogo_controlado,False,ropa en tintoreria
cargo ropa en tintorería,ropa en tintorería,Otros,Tintorería,validation,c4bac401f7be,catalogo_controlado,True,cargo ropa en tintoreria
lentes en óptica,lentes en óptica,Salud,Óptica,validation,7ea29fea337f,catalogo_controlado,False,lentes en optica
cargo lentes en óptica,lentes en óptica,Salud,Óptica,validation,7ea29fea337f,catalogo_controlado,True,cargo lentes en optica
Gimnasio,Gimnasio,Salud,Ejercicio,validation,e8be27b4e12d,transactions,False,gimnasio
cargo gimnasio,Gimnasio,Salud,Ejercicio,validation,e8be27b4e12d,transactions,True,cargo gimnasio
Terapia,Terapia,Salud,Terapeuta,validation,eb69dedd7863,transactions,False,terapia
cargo terapia,Terapia,Salud,Terapeuta,validation,eb69dedd7863,transactions,True,cargo terapia
recibo del agua,recibo del agua,Servicios,Agua,validation,880f7a640dda,catalogo_controlado,False,recibo del agua
cargo recibo del agua,recibo del agua,Servicios,Agua,validation,880f7a640dda,catalogo_controlado,True,cargo recibo del agua
Pago de teléfono,Pago de teléfono,Servicios,Teléfono,validation,cef3d212065c,transactions,False,pago de telefono
pg de teléfono,Pago de teléfono,Servicios,Teléfono,validation,cef3d212065c,transactions,True,pg de telefono
gasolina del auto,gasolina del auto,Transporte,Combustible,validation,2de18bbb3f70,catalogo_controlado,False,gasolina del auto
cargo gasolina del auto,gasolina del auto,Transporte,Combustible,validation,2de18bbb3f70,catalogo_controlado,True,cargo gasolina del auto
mantenimiento del coche,mantenimiento del coche,Transporte,Servicio vehicular,validation,d01c4a113b9d,catalogo_controlado,False,mantenimiento del coche
mant del coche,mantenimiento del coche,Transporte,Servicio vehicular,validation,d01c4a113b9d,catalogo_controlado,True,mant del coche
uber a la oficina,uber a la oficina,Transporte,Uber,validation,de07a900e330,catalogo_controlado,False,uber a la oficina
cargo uber a la oficina,uber a la oficina,Transporte,Uber,validation,de07a900e330,catalogo_controlado,True,cargo uber a la oficina
reparación de la casa,reparación de la casa,Vivienda,Mantenimiento,validation,5512ecbdfbc8,catalogo_controlado,False,reparacion de la casa
cargo reparación de la casa,reparación de la casa,Vivienda,Mantenimiento,validation,5512ecbdfbc8,catalogo_controlado,True,cargo reparacion de la casa
pago predial anual,pago predial anual,Vivienda,Predial,validation,a00678dcb40b,catalogo_controlado,False,pago predial anual
pg predial anual,pago predial anual,Vivienda,Predial,validation,a00678dcb40b,catalogo_controlado,True,pg predial anual
